0001-0037-0052,0001-0050-0100,0001-0103-0237,0001-0121-0090,0001-0157-0199,0001-0161-0179,0001-0192-0189,0001-0239-0174,0001-0188-0095,0001-0198-0156,Average,Err
944.805,591.278,337.332,716.601,350.256,295.651,954.705,410.428,844.111,426.008,587.117,77.879
904.955,606.484,339.474,696.242,349.875,295.490,990.318,406.923,832.901,439.103,586.176,77.027
924.187,607.605,351.658,739.706,348.568,300.827,988.008,414.800,865.274,460.318,600.095,78.345
966.878,608.275,349.881,753.317,321.026,300.028,1008.813,412.510,838.566,463.844,602.314,81.623
904.147,614.319,350.779,750.631,303.892,294.231,934.818,405.340,852.913,490.451,590.152,76.399
914.836,595.410,344.633,777.334,287.287,296.008,789.076,413.162,865.843,498.022,578.161,73.004
892.935,589.250,348.129,802.560,276.500,285.178,623.874,424.823,847.783,504.568,559.560,69.251
878.969,596.431,352.532,809.285,277.653,296.771,529.038,408.336,827.605,512.558,548.918,67.369
886.654,594.162,365.038,824.616,275.707,299.704,492.919,407.715,841.190,537.473,552.518,68.643
875.652,584.662,356.520,837.688,282.136,293.103,469.333,426.399,844.470,545.854,551.582,68.825
844.445,574.757,357.211,828.137,288.256,291.746,456.247,412.962,852.886,548.452,545.510,67.539
836.929,573.255,357.752,854.713,283.207,290.168,447.745,422.425,844.226,561.019,547.144,68.170
832.867,573.842,363.344,878.085,288.983,294.588,432.492,420.633,824.416,555.720,546.497,67.984
833.759,581.077,352.975,853.590,297.023,301.894,438.000,429.358,832.334,560.958,548.097,66.702
902.895,583.330,361.641,860.932,298.949,293.967,435.402,425.171,868.395,581.528,561.221,71.848
879.212,608.204,359.603,889.783,308.196,299.553,424.043,427.920,864.455,591.016,565.199,71.672
916.006,621.703,360.094,926.887,307.866,301.646,416.818,414.490,849.560,581.563,569.663,74.866
896.252,614.296,356.749,912.340,304.773,301.975,436.146,435.022,851.578,561.501,567.063,72.709
918.654,619.449,365.562,934.688,305.952,303.161,443.167,433.758,873.367,515.167,571.292,75.458
932.742,616.198,372.261,936.109,313.696,289.789,455.053,434.121,870.720,457.919,567.861,76.530
917.501,636.042,342.401,941.340,313.545,298.146,478.048,431.904,856.458,407.663,562.305,76.801
913.686,629.770,342.065,938.133,319.119,295.754,481.038,433.092,843.660,368.366,556.468,76.661
947.858,641.426,321.835,951.838,324.562,298.864,538.841,438.901,848.139,352.432,566.470,79.483
945.484,639.856,293.330,972.522,318.281,295.859,580.758,435.884,841.675,342.621,566.627,81.636
939.280,646.636,278.499,974.713,326.787,304.819,613.101,448.442,856.774,342.167,573.122,81.925
996.085,618.222,282.793,997.497,344.332,300.601,657.442,454.043,868.530,342.548,586.209,85.553
971.312,597.835,280.802,967.845,337.628,303.977,663.417,447.295,873.036,336.176,577.932,83.556
962.003,566.387,283.332,990.964,340.415,299.387,697.455,445.152,865.777,338.889,578.976,84.317
946.360,483.567,281.361,996.072,340.423,296.219,737.884,440.616,840.211,347.705,571.042,84.200
963.612,440.216,288.340,967.881,340.369,305.093,756.048,431.000,840.383,349.064,568.201,84.151
944.144,396.363,296.689,983.816,333.355,299.178,746.404,410.389,846.614,350.567,560.752,85.195
924.190,378.225,302.998,1021.512,344.264,296.269,802.058,400.341,852.741,370.548,569.315,87.500
918.555,376.794,306.094,992.720,346.776,294.497,817.753,380.292,877.458,380.912,569.185,87.209
870.470,377.797,316.478,1009.189,359.472,305.425,839.894,378.915,846.021,393.563,569.722,84.580
826.751,395.467,328.449,1039.413,356.929,314.666,912.316,364.756,854.545,421.990,581.528,86.402
769.703,422.484,328.426,1064.947,348.259,303.251,886.121,356.075,831.006,430.916,574.119,84.752
670.283,435.665,331.038,1050.427,354.585,300.480,943.980,341.118,867.051,452.142,574.677,85.394
633.442,461.900,339.330,1046.845,353.639,310.309,950.432,351.130,850.657,471.343,576.903,83.139
608.394,472.221,335.002,1075.270,365.744,292.580,948.806,332.882,863.979,483.347,577.822,85.632
593.348,484.549,333.251,1045.143,358.366,299.693,996.157,356.384,884.991,499.839,585.172,85.825
639.870,513.435,340.292,1090.520,358.511,297.236,969.199,344.433,868.898,512.001,593.440,86.508
652.943,499.954,348.875,1071.942,350.526,296.771,1008.482,361.782,882.319,524.499,599.809,87.281
717.907,528.118,351.530,1077.881,365.099,302.706,1005.000,371.480,878.015,535.118,613.285,86.529
742.822,531.418,350.169,1096.268,362.847,303.304,1005.513,370.551,860.476,549.110,617.248,87.328
763.992,552.694,350.710,1068.261,352.722,303.387,1017.485,378.990,848.958,556.250,619.345,86.195
766.844,542.951,356.284,1053.275,356.392,301.528,1018.548,371.519,866.416,567.105,620.086,86.011
762.380,554.639,333.065,1101.904,360.310,297.241,1045.424,378.768,858.970,572.771,626.547,89.934
773.737,567.588,351.397,1087.075,361.651,310.075,1051.119,383.138,824.675,576.161,628.661,87.437
796.414,555.735,362.812,1068.555,357.960,303.482,1048.389,382.343,856.819,582.164,631.467,87.615
828.017,562.951,355.754,1072.826,363.509,296.751,1053.980,392.522,857.620,593.530,637.746,88.644
819.210,577.508,356.378,1089.080,364.392,308.304,1090.364,396.287,834.657,607.177,644.336,89.729
862.334,589.606,356.190,1122.809,361.435,303.186,1079.763,386.652,858.006,609.460,652.944,92.792
865.771,608.093,361.666,1132.872,367.938,296.648,1036.116,398.957,878.136,590.472,653.667,91.466
880.691,606.199,363.752,1117.157,369.659,306.359,899.422,398.462,844.789,524.839,631.133,85.295
886.000,618.317,371.879,1140.993,364.060,305.616,690.348,400.486,859.732,448.326,608.576,84.076
907.632,621.676,348.758,1128.657,326.605,311.163,609.616,399.210,890.548,385.353,592.922,87.537
929.703,611.642,369.919,1116.532,300.293,306.126,537.083,401.985,893.789,362.308,582.938,88.760
933.932,615.485,360.453,1138.939,278.205,312.568,522.056,416.278,880.699,355.277,581.389,90.598
942.150,605.041,366.280,1161.650,276.884,308.543,478.621,410.560,885.494,350.274,578.550,93.081
927.020,616.170,359.119,1165.773,274.455,304.716,481.295,418.287,868.735,343.498,575.907,92.618
931.609,613.333,346.532,1133.821,275.892,304.445,449.290,407.800,861.455,333.603,565.778,91.598
929.552,606.721,339.035,1116.294,278.392,304.611,439.081,413.377,863.922,334.823,562.581,90.592
932.844,611.552,320.564,1148.783,291.162,303.379,446.154,426.044,863.819,337.830,568.213,92.504
946.484,617.902,302.382,1182.696,296.085,305.048,443.851,428.500,885.870,339.111,574.793,96.181
954.929,599.444,298.190,1178.606,298.668,313.495,432.720,421.805,882.898,343.121,572.388,96.066
909.805,543.544,284.777,1133.241,300.776,300.606,437.015,421.676,858.813,349.386,553.964,91.050
900.918,489.827,277.752,1153.768,302.810,300.616,443.841,413.171,861.033,351.222,549.496,92.464
