0001-0037-0052,0001-0050-0100,0001-0103-0237,0001-0121-0090,0001-0157-0199,0001-0161-0179,0001-0192-0189,0001-0239-0174,0001-0188-0095,0001-0198-0156,Average,Err
694.357,531.518,1188.633,1416.181,420.611,503.869,884.750,594.271,460.518,431.492,712.620,103.431
687.116,548.696,1258.384,1423.599,416.153,476.490,799.083,558.085,431.479,442.888,704.197,107.562
751.337,601.261,1469.875,1389.976,455.724,504.126,753.591,584.307,427.852,449.145,738.720,114.780
883.527,628.807,1705.077,1380.179,453.420,480.176,748.005,568.002,430.114,456.233,773.354,131.106
1020.615,601.077,2007.787,1331.184,418.940,440.518,754.566,561.454,415.440,469.042,802.062,155.561
1278.470,657.458,2267.115,1339.222,417.699,448.676,763.583,587.751,433.437,524.591,871.800,177.962
1510.054,715.003,2240.422,1292.683,395.287,443.088,772.389,595.831,464.464,565.974,899.519,179.747
1661.691,767.384,2097.079,1229.212,387.185,449.658,721.005,582.292,442.840,616.684,895.503,173.982
1638.467,835.206,1848.021,1126.174,395.594,447.945,743.861,606.669,420.575,659.280,872.179,153.254
1556.530,876.928,1706.405,1130.635,403.781,483.897,748.846,585.756,436.864,804.601,873.424,137.570
1355.946,930.783,1387.937,1015.974,412.509,506.693,764.664,600.466,459.145,1045.665,847.978,107.203
1211.102,1038.747,1085.457,924.925,394.227,517.661,754.028,586.563,494.205,1169.558,817.647,91.766
944.788,1032.727,865.319,765.391,385.256,512.987,736.566,581.498,562.566,1169.613,755.671,74.839
736.416,997.412,747.722,647.913,384.895,536.417,760.833,555.676,639.235,1128.727,713.525,65.652
705.807,932.869,670.251,547.957,382.239,536.492,784.283,562.618,794.566,1070.382,698.746,61.486
680.076,852.458,650.800,508.191,370.199,506.246,797.760,556.817,935.325,1010.130,686.800,62.373
655.433,710.150,607.820,512.771,368.491,533.671,762.331,628.416,1131.494,954.497,686.508,66.434
677.099,668.283,633.873,522.002,369.540,610.912,775.313,791.565,1268.148,930.731,724.746,73.395
656.915,601.843,623.585,494.737,397.241,566.043,775.722,1038.005,1370.063,847.456,737.161,86.370
713.221,559.284,656.253,496.442,406.233,580.475,808.634,1392.910,1422.190,800.501,783.614,105.716
716.754,555.283,655.180,499.809,397.392,568.503,858.245,1593.648,1380.000,743.464,796.828,116.891
716.193,550.408,643.939,493.449,439.241,600.417,926.167,1605.817,1296.569,641.355,791.356,113.749
753.561,566.621,673.912,509.404,581.364,676.209,1336.667,1626.048,1221.837,583.129,852.875,117.791
763.921,585.830,676.551,464.884,687.591,792.925,2218.561,1505.988,1047.145,499.889,924.328,164.156
748.932,586.227,666.159,468.090,675.054,891.580,2630.263,1423.954,878.542,464.744,943.355,196.281
873.422,672.802,732.772,475.218,633.756,965.204,2551.864,1275.009,721.795,471.634,937.348,184.566
911.048,729.654,734.390,479.094,568.753,1069.990,2426.503,1082.029,592.934,455.176,904.957,174.000
923.326,843.693,728.856,469.099,564.088,1169.256,2346.384,873.384,524.181,439.881,888.215,168.769
985.561,974.814,775.167,488.024,563.665,1290.058,2221.997,699.679,516.889,456.177,897.203,161.089
1068.677,1028.596,769.689,493.189,524.511,1391.281,2135.934,546.418,501.488,459.140,891.892,161.706
1145.799,1167.149,798.676,515.097,503.131,1530.781,2062.015,526.686,469.274,454.013,917.262,164.824
1176.983,1178.526,806.136,496.790,510.957,1544.171,1963.763,514.747,472.193,470.761,913.503,159.294
1289.547,1161.881,791.470,504.855,460.131,1402.508,1844.636,499.978,445.892,460.960,886.186,151.118
1347.861,1129.605,825.898,496.246,464.213,1368.746,1749.609,501.094,476.973,453.472,881.372,144.474
1364.122,1017.593,823.591,471.985,441.185,1243.342,1588.955,491.811,454.404,432.421,832.941,132.671
1221.110,828.304,829.223,478.012,431.651,1160.241,1640.922,506.278,464.696,424.068,798.450,126.304
1184.159,716.077,890.772,493.154,401.347,1053.317,1569.124,509.203,469.078,432.990,771.922,118.006
1012.312,608.757,1124.386,485.706,385.162,912.673,1386.821,517.683,461.470,462.789,735.776,103.999
889.813,568.895,1444.403,538.522,395.614,748.872,1256.646,516.177,461.072,518.833,733.885,107.263
758.875,541.846,1776.309,697.590,383.338,649.847,1064.386,509.157,473.358,678.866,753.357,121.748
713.997,539.054,2086.117,1129.863,369.241,594.505,852.457,514.647,447.265,929.926,817.707,151.279
706.091,530.023,2132.415,1508.594,373.071,562.405,779.750,540.660,454.322,1150.668,873.800,168.924
696.827,564.842,2073.240,1583.109,371.665,530.234,789.076,589.792,461.208,1287.704,894.770,169.225
711.708,582.958,1911.829,1546.299,358.830,516.279,733.053,606.253,442.843,1218.770,862.882,155.839
706.739,643.072,1717.144,1482.159,373.162,519.048,752.778,623.353,451.250,1179.840,844.854,137.119
740.609,629.724,1500.336,1434.782,367.790,518.819,734.798,644.722,440.780,1091.074,810.343,119.702
751.856,617.459,1286.196,1438.558,369.878,516.402,721.712,661.087,433.681,1034.396,783.123,107.560
759.572,587.848,959.674,1393.375,367.739,509.799,711.997,631.642,425.377,948.042,729.507,91.867
759.527,549.763,778.877,1318.874,368.054,501.098,719.798,602.778,425.886,865.647,689.030,82.238
761.799,532.456,682.553,1321.539,372.134,541.452,741.033,596.486,421.473,858.600,682.953,81.447
753.057,556.157,661.121,1314.725,371.960,529.050,728.013,597.631,428.825,807.444,674.798,79.356
761.731,536.993,636.029,1281.113,377.730,515.832,756.558,609.858,411.491,708.783,659.612,76.699
774.547,556.111,626.852,1236.363,392.193,528.078,770.745,610.166,418.355,617.742,653.115,72.165
769.450,528.569,617.484,1177.183,401.182,522.595,758.606,574.886,421.274,553.550,632.478,67.979
729.544,544.827,605.518,1122.759,420.935,531.148,750.295,584.771,408.503,478.206,617.651,63.336
740.895,544.565,622.676,1078.800,418.040,549.739,786.614,576.548,407.681,452.856,617.841,61.575
783.714,575.440,627.315,1027.179,416.381,520.771,769.939,553.618,420.482,452.188,614.703,58.354
838.048,562.446,639.422,939.708,443.131,531.412,807.924,560.928,400.488,442.626,616.613,55.760
885.116,618.222,657.965,820.017,528.173,493.776,933.470,556.599,383.416,422.125,629.888,57.666
990.688,629.387,657.480,674.224,575.443,498.379,1455.346,562.599,423.849,423.335,689.073,94.295
984.286,633.497,644.549,554.604,621.179,498.593,2105.033,554.696,413.265,416.251,742.595,151.527
1065.093,683.979,671.006,509.925,577.153,485.761,2429.972,539.403,396.051,423.371,778.172,183.246
1095.408,683.261,674.443,503.502,501.651,502.163,2435.005,535.959,414.352,428.610,777.435,184.575
1094.734,738.917,690.025,495.200,434.832,520.721,2353.179,517.901,411.861,423.396,768.077,178.359
1090.538,728.975,665.292,494.785,417.523,521.010,2389.985,506.205,414.361,445.712,767.439,181.738
1031.887,752.732,699.789,491.108,395.142,524.746,2199.121,497.130,414.976,439.439,744.607,164.255
1032.691,696.402,699.818,490.551,380.452,511.271,2074.838,478.510,403.217,450.959,721.871,154.170
950.215,633.065,713.933,460.635,388.426,509.686,1954.967,472.353,388.334,448.619,692.023,142.980
790.654,559.730,715.478,466.840,385.230,504.510,1841.909,462.863,392.961,443.427,656.360,131.188
763.768,527.658,691.455,454.097,377.094,532.271,1894.833,486.887,420.696,457.151,660.591,134.952
711.654,551.778,744.073,472.319,368.739,518.063,1797.583,483.237,408.208,456.889,651.254,126.130
