0001-0061-0035,0001-0091-0099,0001-0049-0095,0001-0065-0081,0001-0067-0105,0001-0061-0107,Average,Err
358.998,677.231,1176.961,1193.743,2413.232,2861.897,1447.010,367.003
350.170,671.611,1222.472,1220.078,2375.374,2784.235,1437.323,355.734
353.432,702.235,1220.055,1207.150,2406.414,2664.088,1425.562,343.940
353.723,722.672,1235.654,1253.341,2372.475,2692.382,1438.374,341.935
358.182,708.563,1268.315,1233.539,2404.263,2763.029,1455.982,351.825
351.771,730.676,1264.646,1282.659,2519.576,2729.721,1479.841,355.990
363.036,744.433,1212.961,1186.719,2367.889,2673.250,1424.714,339.110
358.850,733.996,1263.614,1268.090,2427.646,2746.456,1466.442,349.844
353.926,809.842,1305.150,1268.754,2412.414,2843.735,1498.970,354.313
353.020,748.158,1246.307,1239.862,2411.485,2700.779,1449.935,344.420
342.447,772.700,1351.976,1274.126,2381.172,2877.985,1500.068,358.125
341.568,783.652,1221.150,1242.359,2469.212,2753.691,1468.605,353.728
339.510,785.773,1168.299,1267.509,2498.667,2887.456,1491.202,370.542
336.062,801.543,1246.764,1244.407,2368.303,2809.426,1467.751,350.965
331.734,800.113,1235.937,1262.988,2378.616,2787.882,1466.212,349.776
328.120,789.113,1177.362,1290.072,2387.798,2712.059,1447.421,344.299
331.290,825.085,1276.488,1254.210,2420.121,2822.118,1488.219,354.556
332.043,829.623,1295.543,1236.623,2418.222,2742.912,1475.828,345.975
333.043,809.393,1248.433,1294.186,2428.636,2753.441,1477.855,348.605
332.605,827.615,1197.205,1269.599,2437.051,2688.500,1458.762,343.191
339.754,819.785,1164.252,1305.497,2416.273,2825.426,1478.498,355.628
337.264,811.045,1136.378,1311.934,2439.293,2781.426,1469.557,354.062
336.023,843.781,1148.449,1269.838,2398.152,2652.632,1441.479,336.515
331.681,846.741,1166.087,1259.455,2353.929,2699.574,1442.911,337.873
331.927,829.563,1168.276,1299.892,2482.475,2777.529,1481.610,355.874
335.968,859.939,1207.701,1290.886,2541.949,2785.544,1503.665,358.702
340.611,846.105,1160.976,1256.527,2455.717,2721.985,1463.654,347.399
335.582,874.057,1184.386,1257.216,2421.040,2757.294,1471.596,346.831
336.651,847.057,1157.709,1262.731,2400.838,2715.779,1453.461,342.775
335.601,874.227,1206.638,1289.946,2414.384,2793.662,1485.743,349.048
331.681,861.802,1239.433,1353.910,2362.606,2668.426,1469.643,331.884
344.013,853.802,1203.677,1272.156,2399.636,2587.441,1443.454,327.715
337.705,853.636,1305.551,1289.102,2406.505,2849.809,1507.051,353.335
344.622,879.441,1211.882,1262.868,2458.040,2644.765,1466.936,336.692
344.799,886.789,1208.079,1321.491,2426.566,2752.221,1489.991,343.737
349.310,925.923,1280.984,1282.251,2484.293,2783.368,1517.688,348.131
350.534,932.777,1252.307,1354.168,2513.495,2801.588,1534.145,351.186
349.188,892.874,1301.843,1288.240,2509.717,2816.824,1526.448,354.590
345.178,873.101,1306.843,1305.192,2493.162,2712.250,1505.954,343.899
349.750,886.996,1236.228,1269.036,2341.727,2782.412,1477.692,340.419
349.646,905.490,1258.370,1295.946,2376.232,2696.779,1480.411,332.271
348.150,876.737,1246.299,1247.000,2388.444,2754.706,1476.889,341.728
351.716,914.498,1214.520,1341.743,2430.737,2788.956,1507.028,345.418
350.170,907.324,1172.606,1289.359,2431.485,2767.059,1486.334,345.483
349.126,931.340,1202.000,1248.934,2501.232,2800.794,1505.571,353.320
349.526,909.093,1193.480,1308.659,2491.071,2729.794,1496.937,345.522
356.147,885.619,1150.614,1283.689,2352.424,2740.971,1461.577,337.988
